Theta/θ Phi/φ Chi/χ Potential/H
1.25663706144 0.628318530718 3.76991118431 -220.997900020000
1.25663706144 0.628318530718 3.76991118431 -220.997913600000
1.25663706144 0.628318530718 3.76991118431 -220.997913610000
1.25663706144 0.628318530718 5.02654824574 -220.997794120000
1.25663706144 0.628318530718 5.02654824574 -220.997812980000
1.25663706144 0.628318530718 5.02654824574 -220.997817820000
1.25663706144 0.628318530718 5.02654824574 -220.997855250000
1.25663706144 0.628318530718 5.02654824574 -220.997880190000
1.25663706144 0.628318530718 5.02654824574 -220.997890830000
1.25663706144 0.628318530718 5.02654824574 -220.997905400000
1.25663706144 0.628318530718 5.02654824574 -220.997935830000
1.25663706144 0.628318530718 5.02654824574 -220.997966840000
1.25663706144 0.628318530718 5.02654824574 -220.997967420000
1.25663706144 1.25663706144 0.0 -220.996841680000
1.25663706144 1.25663706144 0.0 -220.996851320000
1.25663706144 1.25663706144 0.0 -220.996879180000
1.25663706144 1.25663706144 0.0 -220.996899040000
1.25663706144 1.25663706144 0.0 -220.996991150000
1.25663706144 1.25663706144 0.0 -220.997004000000
1.25663706144 1.25663706144 0.0 -220.997181760000
1.25663706144 1.25663706144 0.0 -220.997402180000
1.25663706144 1.25663706144 0.0 -220.997581270000
1.25663706144 1.25663706144 0.0 -220.997624910000
1.25663706144 1.25663706144 1.25663706144 -220.997032920000
1.25663706144 1.25663706144 1.25663706144 -220.997253460000
1.25663706144 1.25663706144 1.25663706144 -220.997291030000
1.25663706144 1.25663706144 1.25663706144 -220.997494790000
1.25663706144 1.25663706144 1.25663706144 -220.997600460000
1.25663706144 1.25663706144 1.25663706144 -220.997696250000
1.25663706144 1.25663706144 1.25663706144 -220.997831840000
1.25663706144 1.25663706144 1.25663706144 -220.997841070000
1.25663706144 1.25663706144 1.25663706144 -220.997927580000
1.25663706144 1.25663706144 1.25663706144 -220.997936380000
1.25663706144 1.25663706144 2.51327412287 -220.997121430000
1.25663706144 1.25663706144 2.51327412287 -220.997230020000
1.25663706144 1.25663706144 2.51327412287 -220.997376480000
1.25663706144 1.25663706144 2.51327412287 -220.997388410000
1.25663706144 1.25663706144 2.51327412287 -220.997567240000
1.25663706144 1.25663706144 2.51327412287 -220.997591520000
1.25663706144 1.25663706144 2.51327412287 -220.997733780000
1.25663706144 1.25663706144 2.51327412287 -220.997775210000
1.25663706144 1.25663706144 2.51327412287 -220.997847200000
1.25663706144 1.25663706144 2.51327412287 -220.997867280000
1.25663706144 1.25663706144 3.76991118431 -220.996750130000
1.25663706144 1.25663706144 3.76991118431 -220.996835580000
1.25663706144 1.25663706144 3.76991118431 -220.996861460000
1.25663706144 1.25663706144 3.76991118431 -220.997061310000
1.25663706144 1.25663706144 3.76991118431 -220.997134490000
1.25663706144 1.25663706144 3.76991118431 -220.997325990000
1.25663706144 1.25663706144 3.76991118431 -220.997453760000
1.25663706144 1.25663706144 3.76991118431 -220.997547320000
1.25663706144 1.25663706144 3.76991118431 -220.997688190000
1.25663706144 1.25663706144 3.76991118431 -220.997762880000
1.25663706144 1.25663706144 5.02654824574 -220.994759970000
1.25663706144 1.25663706144 5.02654824574 -220.995004140000
1.25663706144 1.25663706144 5.02654824574 -220.995617110000
1.25663706144 1.25663706144 5.02654824574 -220.996067970000
1.25663706144 1.25663706144 5.02654824574 -220.996563410000
1.25663706144 1.25663706144 5.02654824574 -220.996714600000
1.25663706144 1.25663706144 5.02654824574 -220.996861070000
1.25663706144 1.25663706144 5.02654824574 -220.996989430000
1.25663706144 1.25663706144 5.02654824574 -220.997166820000
1.25663706144 1.25663706144 5.02654824574 -220.997229860000
1.25663706144 1.88495559215 0.0 -220.997294210000
1.25663706144 1.88495559215 0.0 -220.997297970000
1.25663706144 1.88495559215 0.0 -220.997322360000
1.25663706144 1.88495559215 0.0 -220.997344990000
1.25663706144 1.88495559215 0.0 -220.997455650000
1.25663706144 1.88495559215 0.0 -220.997508510000
1.25663706144 1.88495559215 0.0 -220.997585130000
1.25663706144 1.88495559215 0.0 -220.997599180000
1.25663706144 1.88495559215 0.0 -220.997669920000
1.25663706144 1.88495559215 0.0 -220.997670390000
1.25663706144 1.88495559215 1.25663706144 -220.997141620000
1.25663706144 1.88495559215 1.25663706144 -220.997226360000
1.25663706144 1.88495559215 1.25663706144 -220.997337540000
1.25663706144 1.88495559215 1.25663706144 -220.997460920000
1.25663706144 1.88495559215 1.25663706144 -220.997631290000
1.25663706144 1.88495559215 1.25663706144 -220.997761840000
1.25663706144 1.88495559215 1.25663706144 -220.997934810000
1.25663706144 1.88495559215 1.25663706144 -220.998034610000
1.25663706144 1.88495559215 1.25663706144 -220.998143660000
1.25663706144 1.88495559215 1.25663706144 -220.998181060000
1.25663706144 1.88495559215 2.51327412287 -220.996925810000
1.25663706144 1.88495559215 2.51327412287 -220.996945390000
1.25663706144 1.88495559215 2.51327412287 -220.997109910000
1.25663706144 1.88495559215 2.51327412287 -220.997195690000
1.25663706144 1.88495559215 2.51327412287 -220.997307030000
1.25663706144 1.88495559215 2.51327412287 -220.997417060000
1.25663706144 1.88495559215 2.51327412287 -220.997465670000
1.25663706144 1.88495559215 2.51327412287 -220.997554670000
1.25663706144 1.88495559215 2.51327412287 -220.997565370000
1.25663706144 1.88495559215 2.51327412287 -220.997599220000
1.25663706144 1.88495559215 3.76991118431 -220.996437840000
1.25663706144 1.88495559215 3.76991118431 -220.996451910000
1.25663706144 1.88495559215 3.76991118431 -220.996582940000
1.25663706144 1.88495559215 3.76991118431 -220.996620070000
1.25663706144 1.88495559215 3.76991118431 -220.996843940000
1.25663706144 1.88495559215 3.76991118431 -220.996893910000
1.25663706144 1.88495559215 3.76991118431 -220.997141560000
1.25663706144 1.88495559215 3.76991118431 -220.997198450000
1.25663706144 1.88495559215 3.76991118431 -220.997386160000
1.25663706144 1.88495559215 3.76991118431 -220.997452520000
1.25663706144 1.88495559215 5.02654824574 -220.996142470000
1.25663706144 1.88495559215 5.02654824574 -220.996155330000
1.25663706144 1.88495559215 5.02654824574 -220.996187270000
1.25663706144 1.88495559215 5.02654824574 -220.996393870000
1.25663706144 1.88495559215 5.02654824574 -220.996494990000
1.25663706144 1.88495559215 5.02654824574 -220.996941110000
1.25663706144 1.88495559215 5.02654824574 -220.997112120000
1.25663706144 1.88495559215 5.02654824574 -220.997357780000
1.25663706144 1.88495559215 5.02654824574 -220.997510660000
1.25663706144 1.88495559215 5.02654824574 -220.997621470000
1.25663706144 2.51327412287 0.0 -220.997408790000
1.25663706144 2.51327412287 0.0 -220.997422690000
1.25663706144 2.51327412287 0.0 -220.997455770000
1.25663706144 2.51327412287 0.0 -220.997556260000
1.25663706144 2.51327412287 0.0 -220.997702050000
1.25663706144 2.51327412287 0.0 -220.997872190000
1.25663706144 2.51327412287 0.0 -220.997916670000
1.25663706144 2.51327412287 0.0 -220.998023970000
1.25663706144 2.51327412287 0.0 -220.998065120000
1.25663706144 2.51327412287 0.0 -220.998101860000
1.25663706144 2.51327412287 1.25663706144 -220.997480410000
1.25663706144 2.51327412287 1.25663706144 -220.997614660000
1.25663706144 2.51327412287 1.25663706144 -220.997642290000
1.25663706144 2.51327412287 1.25663706144 -220.997748380000
1.25663706144 2.51327412287 1.25663706144 -220.997813460000
1.25663706144 2.51327412287 1.25663706144 -220.997864120000
1.25663706144 2.51327412287 1.25663706144 -220.997979840000
1.25663706144 2.51327412287 1.25663706144 -220.997991380000
1.25663706144 2.51327412287 1.25663706144 -220.998067040000
1.25663706144 2.51327412287 1.25663706144 -220.998081160000
1.25663706144 2.51327412287 2.51327412287 -220.997121280000
1.25663706144 2.51327412287 2.51327412287 -220.997138630000
1.25663706144 2.51327412287 2.51327412287 -220.997274980000
1.25663706144 2.51327412287 2.51327412287 -220.997467900000
1.25663706144 2.51327412287 2.51327412287 -220.997616480000
1.25663706144 2.51327412287 2.51327412287 -220.997642000000
1.25663706144 2.51327412287 2.51327412287 -220.997712550000
1.25663706144 2.51327412287 2.51327412287 -220.997749820000
1.25663706144 2.51327412287 2.51327412287 -220.997768970000
1.25663706144 2.51327412287 2.51327412287 -220.997785990000
1.25663706144 2.51327412287 3.76991118431 -220.997223660000
1.25663706144 2.51327412287 3.76991118431 -220.997267020000
1.25663706144 2.51327412287 3.76991118431 -220.997297190000
1.25663706144 2.51327412287 3.76991118431 -220.997419800000
1.25663706144 2.51327412287 3.76991118431 -220.997449870000
1.25663706144 2.51327412287 3.76991118431 -220.997623880000
1.25663706144 2.51327412287 3.76991118431 -220.997628100000
1.25663706144 2.51327412287 3.76991118431 -220.997770180000
1.25663706144 2.51327412287 3.76991118431 -220.997816760000
1.25663706144 2.51327412287 3.76991118431 -220.997924740000
1.25663706144 2.51327412287 5.02654824574 -220.997698910000
1.25663706144 2.51327412287 5.02654824574 -220.997741570000
1.25663706144 2.51327412287 5.02654824574 -220.997742030000
1.25663706144 2.51327412287 5.02654824574 -220.997857450000
1.25663706144 2.51327412287 5.02654824574 -220.997865330000
1.25663706144 2.51327412287 5.02654824574 -220.998020880000
1.25663706144 2.51327412287 5.02654824574 -220.998038910000
1.25663706144 2.51327412287 5.02654824574 -220.998194230000
1.25663706144 2.51327412287 5.02654824574 -220.998211330000
1.25663706144 2.51327412287 5.02654824574 -220.998331600000
2.51327412287 0.0 0.0 -220.997324430000
2.51327412287 0.0 0.0 -220.997362290000
2.51327412287 0.0 0.0 -220.997367670000
2.51327412287 0.0 0.0 -220.997461350000
2.51327412287 0.0 0.0 -220.997471450000
2.51327412287 0.0 0.0 -220.997558640000
2.51327412287 0.0 0.0 -220.997627060000
2.51327412287 0.0 0.0 -220.997654880000
2.51327412287 0.0 0.0 -220.997661010000
2.51327412287 0.0 0.0 -220.997669400000
2.51327412287 0.0 1.25663706144 -220.997444820000
2.51327412287 0.0 1.25663706144 -220.997471450000
2.51327412287 0.0 1.25663706144 -220.997510710000
2.51327412287 0.0 1.25663706144 -220.997576180000
2.51327412287 0.0 1.25663706144 -220.997604730000
2.51327412287 0.0 1.25663706144 -220.997632940000
2.51327412287 0.0 1.25663706144 -220.997685620000
2.51327412287 0.0 1.25663706144 -220.997706860000
2.51327412287 0.0 1.25663706144 -220.997730910000
2.51327412287 0.0 1.25663706144 -220.997747010000
2.51327412287 0.0 2.51327412287 -220.997779520000
2.51327412287 0.0 2.51327412287 -220.997801700000
2.51327412287 0.0 2.51327412287 -220.997810990000
2.51327412287 0.0 2.51327412287 -220.997863910000
2.51327412287 0.0 2.51327412287 -220.997896250000
2.51327412287 0.0 2.51327412287 -220.997922810000
2.51327412287 0.0 2.51327412287 -220.997993910000
2.51327412287 0.0 2.51327412287 -220.998039290000
2.51327412287 0.0 2.51327412287 -220.998083810000
2.51327412287 0.0 2.51327412287 -220.998166380000
